id,split,sample_id,qa_index,speaker_a,speaker_b,question,text,locomo_category,question_type,target_speaker
conv-48_qa_119,train,conv-48,119,Deborah,Jolene,What is one of Jolene's favorite dishes?,"Speaker A: Deborah
Speaker B: Jolene
Question: What is one of Jolene's favorite dishes?",4,fallback_ambiguous,speaker_b
conv-48_qa_120,train,conv-48,120,Deborah,Jolene,What picture did Jolene share related to feeling overwhelmed?,"Speaker A: Deborah
Speaker B: Jolene
Question: What picture did Jolene share related to feeling overwhelmed?",4,fallback_ambiguous,speaker_b
conv-48_qa_121,train,conv-48,121,Deborah,Jolene,What did Jolene and Deb discuss as a helpful strategy for studying and time management?,"Speaker A: Deborah
Speaker B: Jolene
Question: What did Jolene and Deb discuss as a helpful strategy for studying and time management?",4,fallback_ambiguous,speaker_b
conv-48_qa_122,train,conv-48,122,Deborah,Jolene,"What did Jolene ask Deb to help with on 13 March, 2023?","Speaker A: Deborah
Speaker B: Jolene
Question: What did Jolene ask Deb to help with on 13 March, 2023?",4,fallback_ambiguous,speaker_b
conv-48_qa_123,train,conv-48,123,Deborah,Jolene,What method does Deb suggest Jolene to try for organizing tasks based on importance and urgency?,"Speaker A: Deborah
Speaker B: Jolene
Question: What method does Deb suggest Jolene to try for organizing tasks based on importance and urgency?",4,fallback_ambiguous,speaker_b
conv-48_qa_124,train,conv-48,124,Deborah,Jolene,What did Jolene and Anna discuss while watching the sunset by the sea?,"Speaker A: Deborah
Speaker B: Jolene
Question: What did Jolene and Anna discuss while watching the sunset by the sea?",4,fallback_ambiguous,speaker_b
conv-48_qa_125,train,conv-48,125,Deborah,Jolene,How does Jolene plan to pursue her dream of learning to surf?,"Speaker A: Deborah
Speaker B: Jolene
Question: How does Jolene plan to pursue her dream of learning to surf?",4,fallback_ambiguous,speaker_b
conv-48_qa_126,train,conv-48,126,Deborah,Jolene,What did Deborah buy to enhance her yoga practice besides the props?,"Speaker A: Deborah
Speaker B: Jolene
Question: What did Deborah buy to enhance her yoga practice besides the props?",4,fallback_ambiguous,speaker_a
conv-48_qa_127,train,conv-48,127,Deborah,Jolene,What type of music does Deborah find helpful during her yoga practice?,"Speaker A: Deborah
Speaker B: Jolene
Question: What type of music does Deborah find helpful during her yoga practice?",4,fallback_ambiguous,speaker_a
conv-48_qa_128,train,conv-48,128,Deborah,Jolene,Who are the musicians mentioned by Jolene that she enjoys listening to during her yoga practice?,"Speaker A: Deborah
Speaker B: Jolene
Question: Who are the musicians mentioned by Jolene that she enjoys listening to during her yoga practice?",4,fallback_ambiguous,speaker_b
conv-48_qa_129,train,conv-48,129,Deborah,Jolene,What album does Deborah recommend for meditation and deep relaxation?,"Speaker A: Deborah
Speaker B: Jolene
Question: What album does Deborah recommend for meditation and deep relaxation?",4,fallback_ambiguous,speaker_a
conv-48_qa_130,train,conv-48,130,Deborah,Jolene,"Which show did Deborah go to with a friend on 9 April, 2023?","Speaker A: Deborah
Speaker B: Jolene
Question: Which show did Deborah go to with a friend on 9 April, 2023?",4,fallback_ambiguous,speaker_a
conv-48_qa_131,train,conv-48,131,Deborah,Jolene,What does Deborah find comforting about going to art shows?,"Speaker A: Deborah
Speaker B: Jolene
Question: What does Deborah find comforting about going to art shows?",4,fallback_ambiguous,speaker_a
conv-48_qa_132,train,conv-48,132,Deborah,Jolene,How does Jolene describe the time spent with her snakes and partner?,"Speaker A: Deborah
Speaker B: Jolene
Question: How does Jolene describe the time spent with her snakes and partner?",4,fallback_ambiguous,speaker_b
conv-48_qa_133,train,conv-48,133,Deborah,Jolene,What does Jolene enjoy doing with her partner after a long day?,"Speaker A: Deborah
Speaker B: Jolene
Question: What does Jolene enjoy doing with her partner after a long day?",4,fallback_ambiguous,speaker_b
conv-48_qa_134,train,conv-48,134,Deborah,Jolene,What is Jolene currently doing in June 2023?,"Speaker A: Deborah
Speaker B: Jolene
Question: What is Jolene currently doing in June 2023?",4,fallback_ambiguous,speaker_b
conv-48_qa_135,train,conv-48,135,Deborah,Jolene,For how long has Jolene had Seraphim as a pet?,"Speaker A: Deborah
Speaker B: Jolene
Question: For how long has Jolene had Seraphim as a pet?",4,fallback_ambiguous,speaker_b
conv-48_qa_136,train,conv-48,136,Deborah,Jolene,How does Jolene feel when spending time with Seraphim?,"Speaker A: Deborah
Speaker B: Jolene
Question: How does Jolene feel when spending time with Seraphim?",4,fallback_ambiguous,speaker_b
conv-48_qa_137,train,conv-48,137,Deborah,Jolene,Which new yoga pose did Deborah share a photo of?,"Speaker A: Deborah
Speaker B: Jolene
Question: Which new yoga pose did Deborah share a photo of?",4,fallback_ambiguous,speaker_a
conv-48_qa_138,train,conv-48,138,Deborah,Jolene,What group activity did Deborah start with Anna?,"Speaker A: Deborah
Speaker B: Jolene
Question: What group activity did Deborah start with Anna?",4,fallback_ambiguous,speaker_a
conv-48_qa_139,train,conv-48,139,Deborah,Jolene,What made being part of the running group easy for Deborah to stay motivated?,"Speaker A: Deborah
Speaker B: Jolene
Question: What made being part of the running group easy for Deborah to stay motivated?",4,fallback_ambiguous,speaker_a
conv-48_qa_140,train,conv-48,140,Deborah,Jolene,Why did Jolene decide to get a snake as a pet?,"Speaker A: Deborah
Speaker B: Jolene
Question: Why did Jolene decide to get a snake as a pet?",4,fallback_ambiguous,speaker_b
conv-48_qa_141,train,conv-48,141,Deborah,Jolene,What is the favorite game Jolene plays with her partner?,"Speaker A: Deborah
Speaker B: Jolene
Question: What is the favorite game Jolene plays with her partner?",4,fallback_ambiguous,speaker_b
conv-48_qa_142,train,conv-48,142,Deborah,Jolene,What activity does Deborah do with her cats?,"Speaker A: Deborah
Speaker B: Jolene
Question: What activity does Deborah do with her cats?",4,fallback_ambiguous,speaker_a
conv-48_qa_143,train,conv-48,143,Deborah,Jolene,How does Jolene describe the feeling of finding her snake snuggled under the bed after it got out?,"Speaker A: Deborah
Speaker B: Jolene
Question: How does Jolene describe the feeling of finding her snake snuggled under the bed after it got out?",4,fallback_ambiguous,speaker_b
conv-48_qa_144,train,conv-48,144,Deborah,Jolene,Why does Deborah take her cats out for a run in the park every day?,"Speaker A: Deborah
Speaker B: Jolene
Question: Why does Deborah take her cats out for a run in the park every day?",4,fallback_ambiguous,speaker_a
conv-48_qa_145,train,conv-48,145,Deborah,Jolene,"How did Jolene come to have her pet, Susie?","Speaker A: Deborah
Speaker B: Jolene
Question: How did Jolene come to have her pet, Susie?",4,fallback_ambiguous,speaker_b
conv-48_qa_146,train,conv-48,146,Deborah,Jolene,What activities have been helping Jolene stay distracted during tough times?,"Speaker A: Deborah
Speaker B: Jolene
Question: What activities have been helping Jolene stay distracted during tough times?",4,fallback_ambiguous,speaker_b
conv-48_qa_147,train,conv-48,147,Deborah,Jolene,What kind of yoga routine does Deborah recommend to Jolene?,"Speaker A: Deborah
Speaker B: Jolene
Question: What kind of yoga routine does Deborah recommend to Jolene?",4,fallback_ambiguous,both
conv-48_qa_148,train,conv-48,148,Deborah,Jolene,What did Jolene design inspired by their love for space and engines?,"Speaker A: Deborah
Speaker B: Jolene
Question: What did Jolene design inspired by their love for space and engines?",4,fallback_ambiguous,speaker_b
conv-48_qa_149,train,conv-48,149,Deborah,Jolene,What journal has Jolene been using to help track tasks and stay organized?,"Speaker A: Deborah
Speaker B: Jolene
Question: What journal has Jolene been using to help track tasks and stay organized?",4,fallback_ambiguous,speaker_b
conv-48_qa_150,train,conv-48,150,Deborah,Jolene,What game did Jolene recommend for being calming and cute?,"Speaker A: Deborah
Speaker B: Jolene
Question: What game did Jolene recommend for being calming and cute?",4,fallback_ambiguous,speaker_b
conv-48_qa_151,train,conv-48,151,Deborah,Jolene,What game did Jolene suggest as an awesome open-world game for the Nintendo Switch?,"Speaker A: Deborah
Speaker B: Jolene
Question: What game did Jolene suggest as an awesome open-world game for the Nintendo Switch?",4,fallback_ambiguous,speaker_b
conv-48_qa_152,train,conv-48,152,Deborah,Jolene,What did Deborah and her husband use to play to bond and make memories?,"Speaker A: Deborah
Speaker B: Jolene
Question: What did Deborah and her husband use to play to bond and make memories?",4,fallback_ambiguous,speaker_a
conv-48_qa_153,train,conv-48,153,Deborah,Jolene,What is special about the bench at the park near Deborah's house?,"Speaker A: Deborah
Speaker B: Jolene
Question: What is special about the bench at the park near Deborah's house?",4,fallback_ambiguous,speaker_a
conv-48_qa_154,train,conv-48,154,Deborah,Jolene,What did Deborah and her mom chat about at their special bench in the park?,"Speaker A: Deborah
Speaker B: Jolene
Question: What did Deborah and her mom chat about at their special bench in the park?",4,fallback_ambiguous,speaker_a
conv-48_qa_155,train,conv-48,155,Deborah,Jolene,What feeling does Deborah get when she thinks about the time spent with her mom at their special spot?,"Speaker A: Deborah
Speaker B: Jolene
Question: What feeling does Deborah get when she thinks about the time spent with her mom at their special spot?",4,fallback_ambiguous,speaker_a
conv-48_qa_156,train,conv-48,156,Deborah,Jolene,What habits does Jolene practice to feel balanced?,"Speaker A: Deborah
Speaker B: Jolene
Question: What habits does Jolene practice to feel balanced?",4,fallback_ambiguous,speaker_b
conv-48_qa_157,train,conv-48,157,Deborah,Jolene,Which yoga pose is Jolene a fan of for rest and calmness?,"Speaker A: Deborah
Speaker B: Jolene
Question: Which yoga pose is Jolene a fan of for rest and calmness?",4,fallback_ambiguous,speaker_b
conv-48_qa_158,train,conv-48,158,Deborah,Jolene,How long has Jolene been doing yoga?,"Speaker A: Deborah
Speaker B: Jolene
Question: How long has Jolene been doing yoga?",4,fallback_ambiguous,speaker_b
conv-48_qa_159,train,conv-48,159,Deborah,Jolene,What did Jolene participate in recently that provided her with a rewarding experience?,"Speaker A: Deborah
Speaker B: Jolene
Question: What did Jolene participate in recently that provided her with a rewarding experience?",4,fallback_ambiguous,speaker_b
conv-48_qa_160,train,conv-48,160,Deborah,Jolene,How did Jolene feel after receiving positive feedback at the virtual conference?,"Speaker A: Deborah
Speaker B: Jolene
Question: How did Jolene feel after receiving positive feedback at the virtual conference?",4,fallback_ambiguous,speaker_b
conv-48_qa_161,train,conv-48,161,Deborah,Jolene,What kind of event did Jolene present at recently?,"Speaker A: Deborah
Speaker B: Jolene
Question: What kind of event did Jolene present at recently?",4,fallback_ambiguous,speaker_b
conv-48_qa_162,train,conv-48,162,Deborah,Jolene,"What did Jolene's mom stress the value of, which she wants to keep in mind for her engineering projects?","Speaker A: Deborah
Speaker B: Jolene
Question: What did Jolene's mom stress the value of, which she wants to keep in mind for her engineering projects?",4,fallback_ambiguous,speaker_b
conv-48_qa_163,train,conv-48,163,Deborah,Jolene,What type of projects is Jolene interested in getting involved in the future?,"Speaker A: Deborah
Speaker B: Jolene
Question: What type of projects is Jolene interested in getting involved in the future?",4,fallback_ambiguous,speaker_b
conv-48_qa_164,train,conv-48,164,Deborah,Jolene,"How did Deborah get Luna, one of her cats?","Speaker A: Deborah
Speaker B: Jolene
Question: How did Deborah get Luna, one of her cats?",4,fallback_ambiguous,speaker_a
conv-48_qa_165,train,conv-48,165,Deborah,Jolene,How old is Max?,"Speaker A: Deborah
Speaker B: Jolene
Question: How old is Max?",4,fallback_ambiguous,unknown
conv-48_qa_166,train,conv-48,166,Deborah,Jolene,"What type of classes did Jolene and her partner check out during their trip to Rio de Janeiro on 30 August, 2023?","Speaker A: Deborah
Speaker B: Jolene
Question: What type of classes did Jolene and her partner check out during their trip to Rio de Janeiro on 30 August, 2023?",4,fallback_ambiguous,speaker_b
conv-48_qa_167,train,conv-48,167,Deborah,Jolene,What type of place does Jolene visit to meditate?,"Speaker A: Deborah
Speaker B: Jolene
Question: What type of place does Jolene visit to meditate?",4,fallback_ambiguous,speaker_b
conv-48_qa_168,train,conv-48,168,Deborah,Jolene,"What was the new plant Jolene got used as a reminder for on 30 August, 2023?","Speaker A: Deborah
Speaker B: Jolene
Question: What was the new plant Jolene got used as a reminder for on 30 August, 2023?",4,fallback_ambiguous,speaker_b
conv-48_qa_169,train,conv-48,169,Deborah,Jolene,"Why did Jolene get the new plant on 30 August, 2023?","Speaker A: Deborah
Speaker B: Jolene
Question: Why did Jolene get the new plant on 30 August, 2023?",4,fallback_ambiguous,speaker_b
conv-48_qa_170,train,conv-48,170,Deborah,Jolene,What has Jolene been focusing on lately besides studying?,"Speaker A: Deborah
Speaker B: Jolene
Question: What has Jolene been focusing on lately besides studying?",4,fallback_ambiguous,speaker_b
conv-48_qa_171,train,conv-48,171,Deborah,Jolene,How did Deborah's mom support her yoga practice when she first started?,"Speaker A: Deborah
Speaker B: Jolene
Question: How did Deborah's mom support her yoga practice when she first started?",4,fallback_ambiguous,speaker_a
conv-48_qa_172,train,conv-48,172,Deborah,Jolene,What was the video game console that Jolene's parents got her at age 10?,"Speaker A: Deborah
Speaker B: Jolene
Question: What was the video game console that Jolene's parents got her at age 10?",4,fallback_ambiguous,speaker_b
conv-48_qa_173,train,conv-48,173,Deborah,Jolene,What was one of Jolene's favorite games to play with her mom on the nintendo wii game system?,"Speaker A: Deborah
Speaker B: Jolene
Question: What was one of Jolene's favorite games to play with her mom on the nintendo wii game system?",4,fallback_ambiguous,speaker_b
conv-48_qa_174,train,conv-48,174,Deborah,Jolene,What course did Jolene sign up for on 6 September 2023?,"Speaker A: Deborah
Speaker B: Jolene
Question: What course did Jolene sign up for on 6 September 2023?",4,fallback_ambiguous,speaker_b
conv-48_qa_175,train,conv-48,175,Deborah,Jolene,"Why did Jolene have to reschedule their meeting with Deborah on September 8, 2023?","Speaker A: Deborah
Speaker B: Jolene
Question: Why did Jolene have to reschedule their meeting with Deborah on September 8, 2023?",4,fallback_ambiguous,both
conv-48_qa_176,train,conv-48,176,Deborah,Jolene,Where did Jolene and her partner travel for a few weeks in September 2023?,"Speaker A: Deborah
Speaker B: Jolene
Question: Where did Jolene and her partner travel for a few weeks in September 2023?",4,fallback_ambiguous,speaker_b
conv-48_qa_177,train,conv-48,177,Deborah,Jolene,What was the main focus of the session that stood out to Jolene during the retreat?,"Speaker A: Deborah
Speaker B: Jolene
Question: What was the main focus of the session that stood out to Jolene during the retreat?",4,fallback_ambiguous,speaker_b
conv-48_qa_178,train,conv-48,178,Deborah,Jolene,How did Jolene feel about her progress in practicing mindfulness and gratitude?,"Speaker A: Deborah
Speaker B: Jolene
Question: How did Jolene feel about her progress in practicing mindfulness and gratitude?",4,fallback_ambiguous,speaker_b
conv-48_qa_179,train,conv-48,179,Deborah,Jolene,What positive change did Jolene experience during the retreat?,"Speaker A: Deborah
Speaker B: Jolene
Question: What positive change did Jolene experience during the retreat?",4,fallback_ambiguous,speaker_b
conv-48_qa_180,train,conv-48,180,Deborah,Jolene,What did Jolene recently play that she described to Deb?,"Speaker A: Deborah
Speaker B: Jolene
Question: What did Jolene recently play that she described to Deb?",4,fallback_ambiguous,speaker_b
conv-48_qa_181,train,conv-48,181,Deborah,Jolene,What did Deborah do with their mom's old friends?,"Speaker A: Deborah
Speaker B: Jolene
Question: What did Deborah do with their mom's old friends?",4,fallback_ambiguous,speaker_a
conv-48_qa_182,train,conv-48,182,Deborah,Jolene,Where did Deborah get married?,"Speaker A: Deborah
Speaker B: Jolene
Question: Where did Deborah get married?",4,fallback_ambiguous,speaker_a
conv-48_qa_183,train,conv-48,183,Deborah,Jolene,What does yoga on the beach provide for Deborah?,"Speaker A: Deborah
Speaker B: Jolene
Question: What does yoga on the beach provide for Deborah?",4,fallback_ambiguous,speaker_a
conv-48_qa_184,train,conv-48,184,Deborah,Jolene,How does Jolene describe their home room?,"Speaker A: Deborah
Speaker B: Jolene
Question: How does Jolene describe their home room?",4,fallback_ambiguous,speaker_b
conv-48_qa_185,train,conv-48,185,Deborah,Jolene,"What new activity did Deborah and her neighbor organize for the community on 16 September, 2023?","Speaker A: Deborah
Speaker B: Jolene
Question: What new activity did Deborah and her neighbor organize for the community on 16 September, 2023?",4,fallback_ambiguous,speaker_a
conv-48_qa_186,train,conv-48,186,Deborah,Jolene,What was Deborah's mom passionate about?,"Speaker A: Deborah
Speaker B: Jolene
Question: What was Deborah's mom passionate about?",4,fallback_ambiguous,speaker_a
conv-48_qa_187,train,conv-48,187,Deborah,Jolene,What food did Deborah's mom make for her on birthdays?,"Speaker A: Deborah
Speaker B: Jolene
Question: What food did Deborah's mom make for her on birthdays?",4,fallback_ambiguous,speaker_a
conv-48_qa_188,train,conv-48,188,Deborah,Jolene,What kind of cookies did Jolene used to bake with someone close to her?,"Speaker A: Deborah
Speaker B: Jolene
Question: What kind of cookies did Jolene used to bake with someone close to her?",4,fallback_ambiguous,speaker_b
conv-48_qa_189,train,conv-48,189,Deborah,Jolene,What outdoor activity did Jolene suggest doing together with Deborah?,"Speaker A: Deborah
Speaker B: Jolene
Question: What outdoor activity did Jolene suggest doing together with Deborah?",4,fallback_ambiguous,both
conv-48_qa_190,train,conv-48,190,Deborah,Jolene,"What activity did Deborah enjoy at the music festival with their pals on September 20, 2023?","Speaker A: Deborah
Speaker B: Jolene
Question: What activity did Deborah enjoy at the music festival with their pals on September 20, 2023?",4,fallback_ambiguous,speaker_a
conv-48_qa_191,train,conv-48,191,Deborah,Jolene,What did Deborah find freeing at the music festival?,"Speaker A: Deborah
Speaker B: Jolene
Question: What did Deborah find freeing at the music festival?",4,fallback_ambiguous,speaker_a
conv-49_qa_1,train,conv-49,1,Evan,Sam,What kind of car does Evan drive?,"Speaker A: Evan
Speaker B: Sam
Question: What kind of car does Evan drive?",1,single_hop,speaker_a
conv-49_qa_2,train,conv-49,2,Evan,Sam,What kinds of things did Evan have broken?,"Speaker A: Evan
Speaker B: Sam
Question: What kinds of things did Evan have broken?",1,single_hop,speaker_a
conv-49_qa_3,train,conv-49,3,Evan,Sam,Where has Evan been on roadtrips with his family?,"Speaker A: Evan
Speaker B: Sam
Question: Where has Evan been on roadtrips with his family?",1,single_hop,speaker_a
conv-49_qa_4,train,conv-49,4,Evan,Sam,How many Prius has Evan owned?,"Speaker A: Evan
Speaker B: Sam
Question: How many Prius has Evan owned?",1,single_hop,speaker_a
conv-49_qa_5,train,conv-49,5,Evan,Sam,Which hobby did Sam take up in May 2023?,"Speaker A: Evan
Speaker B: Sam
Question: Which hobby did Sam take up in May 2023?",2,temporal,speaker_b
conv-49_qa_6,train,conv-49,6,Evan,Sam,Which country was Evan visiting in May 2023?,"Speaker A: Evan
Speaker B: Sam
Question: Which country was Evan visiting in May 2023?",3,multi_hop,speaker_a
conv-49_qa_7,train,conv-49,7,Evan,Sam,How many roadtrips did Evan take in May 2023?,"Speaker A: Evan
Speaker B: Sam
Question: How many roadtrips did Evan take in May 2023?",1,single_hop,speaker_a
conv-49_qa_8,train,conv-49,8,Evan,Sam,What new hobbies did Sam consider trying?,"Speaker A: Evan
Speaker B: Sam
Question: What new hobbies did Sam consider trying?",1,single_hop,speaker_b
conv-49_qa_9,train,conv-49,9,Evan,Sam,What hobby did Evan start practicing a few years ago that he enjoys?,"Speaker A: Evan
Speaker B: Sam
Question: What hobby did Evan start practicing a few years ago that he enjoys?",1,single_hop,speaker_a
conv-49_qa_10,train,conv-49,10,Evan,Sam,When did Evan go to Jasper with his family?,"Speaker A: Evan
Speaker B: Sam
Question: When did Evan go to Jasper with his family?",2,temporal,speaker_a
conv-49_qa_11,train,conv-49,11,Evan,Sam,"Which type of vacation would Evan prefer with his family, walking tours in metropolitan cities or camping trip in the outdoors?","Speaker A: Evan
Speaker B: Sam
Question: Which type of vacation would Evan prefer with his family, walking tours in metropolitan cities or camping trip in the outdoors?",3,multi_hop,speaker_a
conv-49_qa_12,train,conv-49,12,Evan,Sam,What health issue did Sam face that motivated him to change his lifestyle?,"Speaker A: Evan
Speaker B: Sam
Question: What health issue did Sam face that motivated him to change his lifestyle?",1,single_hop,speaker_b
conv-49_qa_13,train,conv-49,13,Evan,Sam,When did Sam first go to the doctor and find out he had a weight problem?,"Speaker A: Evan
Speaker B: Sam
Question: When did Sam first go to the doctor and find out he had a weight problem?",2,temporal,speaker_b
conv-49_qa_14,train,conv-49,14,Evan,Sam,When did Evan have his sudden heart palpitation incident that really shocked him up?,"Speaker A: Evan
Speaker B: Sam
Question: When did Evan have his sudden heart palpitation incident that really shocked him up?",2,temporal,speaker_a
conv-49_qa_15,train,conv-49,15,Evan,Sam,What is Evan's favorite food?,"Speaker A: Evan
Speaker B: Sam
Question: What is Evan's favorite food?",1,single_hop,speaker_a
conv-49_qa_16,train,conv-49,16,Evan,Sam,What kind of unhealthy snacks does Sam enjoy eating?,"Speaker A: Evan
Speaker B: Sam
Question: What kind of unhealthy snacks does Sam enjoy eating?",1,single_hop,speaker_b
conv-49_qa_17,train,conv-49,17,Evan,Sam,What recurring issue frustrates Sam at the grocery store?,"Speaker A: Evan
Speaker B: Sam
Question: What recurring issue frustrates Sam at the grocery store?",1,single_hop,speaker_b
conv-49_qa_18,train,conv-49,18,Evan,Sam,When did Sam's friends mock him for being overweight?,"Speaker A: Evan
Speaker B: Sam
Question: When did Sam's friends mock him for being overweight?",2,temporal,speaker_b
conv-49_qa_19,train,conv-49,19,Evan,Sam,What kind of healthy food suggestions has Evan given to Sam?,"Speaker A: Evan
Speaker B: Sam
Question: What kind of healthy food suggestions has Evan given to Sam?",1,single_hop,both
conv-49_qa_20,train,conv-49,20,Evan,Sam,"Considering their conversations and personal growth, what advice might Evan and Sam give to someone facing a major life transition or challenge?","Speaker A: Evan
Speaker B: Sam
Question: Considering their conversations and personal growth, what advice might Evan and Sam give to someone facing a major life transition or challenge?",3,multi_hop,both
conv-49_qa_21,train,conv-49,21,Evan,Sam,"In light of the health and dietary changes discussed, what would be an appropriate gift for both Evan and Sam to encourage their healthy lifestyles?","Speaker A: Evan
Speaker B: Sam
Question: In light of the health and dietary changes discussed, what would be an appropriate gift for both Evan and Sam to encourage their healthy lifestyles?",3,multi_hop,both
conv-49_qa_22,train,conv-49,22,Evan,Sam,How does Evan describe the woman and his feelings for her that he met in Canada?,"Speaker A: Evan
Speaker B: Sam
Question: How does Evan describe the woman and his feelings for her that he met in Canada?",1,single_hop,speaker_a
conv-49_qa_23,train,conv-49,23,Evan,Sam,When Evan did meet his future wife?,"Speaker A: Evan
Speaker B: Sam
Question: When Evan did meet his future wife?",2,temporal,speaker_a
conv-49_qa_24,train,conv-49,24,Evan,Sam,When did Sam start working out at the gym?,"Speaker A: Evan
Speaker B: Sam
Question: When did Sam start working out at the gym?",2,temporal,speaker_b
conv-49_qa_25,train,conv-49,25,Evan,Sam,What significant event happened in Sam's life towards the end of summer 2023?,"Speaker A: Evan
Speaker B: Sam
Question: What significant event happened in Sam's life towards the end of summer 2023?",2,temporal,speaker_b
conv-49_qa_26,train,conv-49,26,Evan,Sam,Which year did Evan start taking care of his health seriously?,"Speaker A: Evan
Speaker B: Sam
Question: Which year did Evan start taking care of his health seriously?",2,temporal,speaker_a
conv-49_qa_27,train,conv-49,27,Evan,Sam,What motivates Evan to take care of his health?,"Speaker A: Evan
Speaker B: Sam
Question: What motivates Evan to take care of his health?",1,single_hop,speaker_a
conv-49_qa_28,train,conv-49,28,Evan,Sam,What electronic device could Evan gift Sam to help him keep up with his fitness goals?,"Speaker A: Evan
Speaker B: Sam
Question: What electronic device could Evan gift Sam to help him keep up with his fitness goals?",3,multi_hop,both
conv-49_qa_29,train,conv-49,29,Evan,Sam,What kind of writing does Sam do to relax and cope with his health issues?,"Speaker A: Evan
Speaker B: Sam
Question: What kind of writing does Sam do to relax and cope with his health issues?",1,single_hop,speaker_b
conv-49_qa_30,train,conv-49,30,Evan,Sam,"Who did Evan meet on his trip to Canada, and who did he come back from Canada with?","Speaker A: Evan
Speaker B: Sam
Question: Who did Evan meet on his trip to Canada, and who did he come back from Canada with?",1,single_hop,speaker_a
conv-49_qa_31,train,conv-49,31,Evan,Sam,When Evan get back from a vacation with his SO?,"Speaker A: Evan
Speaker B: Sam
Question: When Evan get back from a vacation with his SO?",2,temporal,speaker_a
conv-49_qa_32,train,conv-49,32,Evan,Sam,How might Evan and Sam's experiences with health and lifestyle changes influence their approach to stress and challenges?,"Speaker A: Evan
Speaker B: Sam
Question: How might Evan and Sam's experiences with health and lifestyle changes influence their approach to stress and challenges?",3,multi_hop,both
conv-49_qa_33,train,conv-49,33,Evan,Sam,What recurring frustration does Evan experience?,"Speaker A: Evan
Speaker B: Sam
Question: What recurring frustration does Evan experience?",1,single_hop,speaker_a
conv-49_qa_34,train,conv-49,34,Evan,Sam,What is the recurring dream that Sam keeps having?,"Speaker A: Evan
Speaker B: Sam
Question: What is the recurring dream that Sam keeps having?",1,single_hop,speaker_b
conv-49_qa_35,train,conv-49,35,Evan,Sam,What accidents has Evan's son faced lately?,"Speaker A: Evan
Speaker B: Sam
Question: What accidents has Evan's son faced lately?",1,single_hop,speaker_a
conv-49_qa_36,train,conv-49,36,Evan,Sam,When was Evan's son injured at soccer?,"Speaker A: Evan
Speaker B: Sam
Question: When was Evan's son injured at soccer?",2,temporal,speaker_a
conv-49_qa_37,train,conv-49,37,Evan,Sam,What kind of foods or recipes has Sam recommended to Evan?,"Speaker A: Evan
Speaker B: Sam
Question: What kind of foods or recipes has Sam recommended to Evan?",1,single_hop,both
conv-49_qa_38,train,conv-49,38,Evan,Sam,What kind of healthy meals did Sam start eating after getting a health scare?,"Speaker A: Evan
Speaker B: Sam
Question: What kind of healthy meals did Sam start eating after getting a health scare?",1,single_hop,speaker_b
conv-49_qa_39,train,conv-49,39,Evan,Sam,What role does nature and the outdoors play in Evan and Sam's mental well-being?,"Speaker A: Evan
Speaker B: Sam
Question: What role does nature and the outdoors play in Evan and Sam's mental well-being?",3,multi_hop,both
conv-49_qa_40,train,conv-49,40,Evan,Sam,How many months lapsed between Sam's first and second doctor's appointment?,"Speaker A: Evan
Speaker B: Sam
Question: How many months lapsed between Sam's first and second doctor's appointment?",2,temporal,speaker_b
conv-49_qa_41,train,conv-49,41,Evan,Sam,When did Evan start taking painting classes?,"Speaker A: Evan
Speaker B: Sam
Question: When did Evan start taking painting classes?",2,temporal,speaker_a
conv-49_qa_42,train,conv-49,42,Evan,Sam,Which classes did Evan join in mid-August 2023?,"Speaker A: Evan
Speaker B: Sam
Question: Which classes did Evan join in mid-August 2023?",2,temporal,speaker_a
conv-49_qa_43,train,conv-49,43,Evan,Sam,How did Evan get into painting?,"Speaker A: Evan
Speaker B: Sam
Question: How did Evan get into painting?",1,single_hop,speaker_a
conv-49_qa_44,train,conv-49,44,Evan,Sam,How often does Sam get health checkups?,"Speaker A: Evan
Speaker B: Sam
Question: How often does Sam get health checkups?",3,multi_hop,speaker_b
conv-49_qa_45,train,conv-49,45,Evan,Sam,What kind of subjects does Evan enjoy painting?,"Speaker A: Evan
Speaker B: Sam
Question: What kind of subjects does Evan enjoy painting?",1,single_hop,speaker_a
conv-49_qa_46,train,conv-49,46,Evan,Sam,Which places in Canada was Evan visiting in July 2023?,"Speaker A: Evan
Speaker B: Sam
Question: Which places in Canada was Evan visiting in July 2023?",2,temporal,speaker_a
conv-49_qa_47,train,conv-49,47,Evan,Sam,How do Evan and Sam use creative outlets to cope with life's challenges?,"Speaker A: Evan
Speaker B: Sam
Question: How do Evan and Sam use creative outlets to cope with life's challenges?",3,multi_hop,both
conv-49_qa_48,train,conv-49,48,Evan,Sam,When did Evan go skiing in Banff?,"Speaker A: Evan
Speaker B: Sam
Question: When did Evan go skiing in Banff?",2,temporal,speaker_a
conv-49_qa_49,train,conv-49,49,Evan,Sam,What new diet and lifestyle change did Sam adopt over time?,"Speaker A: Evan
Speaker B: Sam
Question: What new diet and lifestyle change did Sam adopt over time?",1,single_hop,speaker_b
conv-49_qa_50,train,conv-49,50,Evan,Sam,Who was injured in Evan's family?,"Speaker A: Evan
Speaker B: Sam
Question: Who was injured in Evan's family?",1,single_hop,speaker_a
