method,run_id,sample_id,qa_index,category,memory_update_mode,memory_wrapper_store,judge_mode,judge_runs,question,ground_truth,predicted_answer,exact_match,f1,bleu1,judge_score,judge_reason,judge_scores,judge_labels,judge_cache_key,search_latency_sec,generation_latency_sec,total_latency_sec,prompt_tokens,completion_tokens,total_tokens,num_retrieved_memories,num_speaker_1_memories,num_speaker_2_memories,top_k_per_speaker,max_total_retrieved_memories,retrieval_token_budget,retrieval_budget_strategy,retrieval_token_budget_applied,speaker_1_memory_tokens,speaker_2_memory_tokens,retrieved_memory_tokens,speaker_1_memory_tokens_pre_trim,speaker_2_memory_tokens_pre_trim,retrieved_memory_tokens_pre_trim,num_retrieved_memories_pre_trim,num_retrieved_memories_dropped_by_budget,top1_memory_score,semantic_search_latency_sec,qase_bm25_latency_sec,qase_planner_latency_sec,qase_selector_latency_sec
mem0_qase_clean_bm25_profile_v1,20260629_092418,conv-41,85,4,paper_update_wrapper,json_local,paper_binary,5,"What did Maria participate in last weekend before April 10, 2023?",a 5K charity run,No memory found.,0.0,0.0,0.0,0.0,,"[0.0, 0.0, 0.0, 0.0, 0.0]","['WRONG', 'WRONG', 'WRONG', 'WRONG', 'WRONG']",6a01e26de29dcea7af33cd3233239e881d24aa873c9bd9c8444eecd0dcc183c5,0.3967640348273562,6.20609450340271,6.602858538230066,1407,686,2093,16,1,15,15,22,,interleave_rank,False,62,837,899,62,837,899,16,0,0.3336917459964752,0.38062024116516113,0.011954307556152344,0.00031280000985134393,0.0038766860961914062
mem0_qase_clean_bm25_profile_v1,20260629_092418,conv-41,86,4,paper_update_wrapper,json_local,paper_binary,5,What event did John volunteer at last weekend?,career fair at a local school,Career fair at local school,1.0,1.0,1.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",455f8bb6e3557a672945e64433b6e34367690cb0ae4d1914877345d69e770d13,0.7777615023514954,1.8250958919525146,2.60285739430401,1001,118,1119,10,8,2,15,22,,interleave_rank,False,420,92,512,420,92,512,10,0,0.5544480681419373,0.7646746635437012,0.011755228042602539,0.0002386999985901639,0.0010929107666015625
mem0_qase_clean_bm25_profile_v1,20260629_092418,conv-41,87,4,paper_update_wrapper,json_local,paper_binary,5,What did John do that put a strain on his wallet?,His car broke down,Car broke down.,0.0,0.8571428571428571,0.7165313105737893,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",a536dd24f64aa1b0b20725b226ffe9a8e0202b103fa5682893f6e5defb22076c,0.42481173273699824,1.2566323280334473,1.6814440607704455,568,76,644,2,2,0,15,22,,interleave_rank,False,94,0,94,94,0,94,2,0,0.5540427565574646,0.4080235958099365,0.015781879425048828,0.000258100000792183,0.0007481575012207031
mem0_qase_clean_bm25_profile_v1,20260629_092418,conv-41,88,4,paper_update_wrapper,json_local,paper_binary,5,Where did John explore on a road trip last year?,Pacific Northwest,Not specified.,0.0,0.0,0.0,0.0,,"[0.0, 0.0, 0.0, 0.0, 0.0]","['WRONG', 'WRONG', 'WRONG', 'WRONG', 'WRONG']",ad58d922f93a818f4a71bf7c839adb2624f1f4d08e08f2fb20c9528daad7e3c9,0.7096654668566771,11.434509515762329,12.144174982619006,1221,1175,2396,16,13,3,15,22,,interleave_rank,False,584,136,720,584,136,720,16,0,0.6699286103248596,0.6939997673034668,0.011965751647949219,0.0002516999957151711,0.0034482479095458984
mem0_qase_clean_bm25_profile_v1,20260629_092418,conv-41,89,4,paper_update_wrapper,json_local,paper_binary,5,What topic has John been blogging about recently?,politics and the government,Politics and government.,1.0,1.0,1.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",08b98eaf02cac17f78af9faec0181e2207c061a2fe70e2e93df12c00c28a378b,0.47115881978243124,1.3128833770751953,1.7840421968576265,636,71,707,3,3,0,15,22,,interleave_rank,False,163,0,163,163,0,163,3,0,0.6347501277923584,0.44661521911621094,0.017929553985595703,0.000255900013144128,0.006358146667480469
mem0_qase_clean_bm25_profile_v1,20260629_092418,conv-41,90,4,paper_update_wrapper,json_local,paper_binary,5,Why did John start blogging about politics and policies?,raise awareness and start conversations to create positive change,To pursue local politics.,0.0,0.15384615384615383,0.07162619921504752,0.0,,"[0.0, 0.0, 0.0, 0.0, 0.0]","['WRONG', 'WRONG', 'WRONG', 'WRONG', 'WRONG']",30fe2d39742ac209c8c28dc38b7db7a564739c45429e8a62aa77356b5872e82e,0.4277532711130334,2.4173381328582764,2.8450914039713098,638,166,804,4,3,1,15,22,,interleave_rank,False,133,28,161,133,28,161,4,0,0.7447165846824646,0.40967345237731934,0.015668630599975586,0.00025349999486934394,0.0021576881408691406
mem0_qase_clean_bm25_profile_v1,20260629_092418,conv-41,91,4,paper_update_wrapper,json_local,paper_binary,5,What was the focus of John's recent research and writing on his blog?,education reform and infrastructure development,Politics and government.,0.0,0.25,0.17113903967753066,0.0,,"[0.0, 0.0, 0.0, 0.0, 0.0]","['WRONG', 'WRONG', 'WRONG', 'WRONG', 'WRONG']",cba9f9f700fb422b3578865eacab3ee94ca551c538783dd75958679b275ed927,0.44120696643949486,2.358182668685913,2.799389635125408,891,198,1089,10,8,2,15,22,,interleave_rank,False,331,66,397,331,66,397,10,0,0.4355177581310272,0.4270975589752197,0.012166738510131836,0.00031880001188255847,0.0016238689422607422
mem0_qase_clean_bm25_profile_v1,20260629_092418,conv-41,92,2,paper_update_wrapper,json_local,paper_binary,5,What did John attend with his colleagues in March 2023?,a tech-for-good convention,A convention.,0.0,0.6666666666666666,0.36787944117144233,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",977ff5a8fbb6ba4f53c793f9464ff1f0b30638e314ee2b0ea66c06fda479c1c9,0.39899628871353343,1.5679726600646973,1.9669689487782307,694,54,748,3,3,0,15,22,,interleave_rank,False,217,0,217,217,0,217,3,0,0.6344623565673828,0.38123607635498047,0.015434741973876953,0.0002826999989338219,0.0020427703857421875
mem0_qase_clean_bm25_profile_v1,20260629_092418,conv-41,93,4,paper_update_wrapper,json_local,paper_binary,5,How often does John work out with his family?,Three times a week,Three times a week.,1.0,1.0,1.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",fb0e421fac55cd5c4d4c5a8198bc742062057ed47fcf7a1b10a701b6df93043c,0.4282104851154145,1.333345651626587,1.7615561367420014,1069,76,1145,16,15,1,15,22,,interleave_rank,False,540,28,568,540,28,568,16,0,0.6282597780227661,0.4036240577697754,0.017769575119018555,0.0002334000018890947,0.006583452224731445
mem0_qase_clean_bm25_profile_v1,20260629_092418,conv-41,94,4,paper_update_wrapper,json_local,paper_binary,5,How has John's fitness improved since starting boot camps with his family?,"More energy, gains in strength and endurance","Gained energy, strength, endurance",0.0,0.5454545454545454,0.354274914555761,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",c183425b0e73b67090bfdc09a60007b36af648e78fbc7af5de7f44f4fd8c911e,0.5432067413494224,2.874985933303833,3.4181926746532554,619,223,842,3,3,0,15,22,,interleave_rank,False,142,0,142,142,0,142,3,0,0.7792072296142578,0.5247981548309326,0.013642311096191406,0.0003180999920004979,0.0044481754302978516
mem0_qase_clean_bm25_profile_v1,20260629_092418,conv-41,95,4,paper_update_wrapper,json_local,paper_binary,5,What kind of food did Maria have on her dinner spread iwth her mother?,"Salads, sandwiches, homemade desserts",Not mentioned.,0.0,0.0,0.0,0.0,,"[0.0, 0.0, 0.0, 0.0, 0.0]","['WRONG', 'WRONG', 'WRONG', 'WRONG', 'WRONG']",fd55a790a4c26bfd9ebe404a3f29a80f4caee72f1f563484eadb88dcced0ee7e,0.45905654004309326,1.6152260303497314,2.0742825703928247,587,97,684,2,0,2,15,22,,interleave_rank,False,0,108,108,0,108,108,2,0,0.6475943326950073,0.44122838973999023,0.01619696617126465,0.00030509999487549067,0.0013260841369628906
mem0_qase_clean_bm25_profile_v1,20260629_092418,conv-41,96,4,paper_update_wrapper,json_local,paper_binary,5,What activity did Maria and her mom do together in May 2023?,Made dinner together,Made dinner together.,1.0,1.0,1.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",a80929daa9da7171e66f2713c498344af66881ad5453319fe837b983f4f87a39,0.48511120256443974,1.3721935749053955,1.8573047774698352,698,66,764,4,0,4,15,22,,interleave_rank,False,0,217,217,0,217,217,4,0,0.736503005027771,0.4640049934387207,0.018178939819335938,0.0003235000040149316,0.002603769302368164
mem0_qase_clean_bm25_profile_v1,20260629_092418,conv-41,97,4,paper_update_wrapper,json_local,paper_binary,5,What did Maria do to feel closer to a community and her faith?,joined a nearby church,Joined a nearby church.,1.0,1.0,1.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",1abaac6e3f2a3c7e9e45c7df57e7689a02daeb46b66b899cb130ea7469fad76d,0.5349341567489319,1.300889253616333,1.8358234103652649,575,80,655,2,0,2,15,22,,interleave_rank,False,0,99,99,0,99,99,2,0,0.6264970898628235,0.516146183013916,0.01696038246154785,0.0003276999923400581,0.0014998912811279297
mem0_qase_clean_bm25_profile_v1,20260629_092418,conv-41,98,4,paper_update_wrapper,json_local,paper_binary,5,Why did Maria join a nearby church recently?,to feel closer to a community and her faith,To feel closer to community and faith.,0.0,0.9333333333333333,0.8668778997501817,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",24ce24cfef2e07d1b71efcc90c83c727cb461923069335ba5df3e313d5ceee24,0.6197254255239386,1.8454864025115967,2.4652118280355353,1427,138,1565,20,2,18,15,22,,interleave_rank,False,73,846,919,73,846,919,20,0,0.5179913640022278,0.5677549839019775,0.01747727394104004,0.0003315999929327518,0.03416156768798828
mem0_qase_clean_bm25_profile_v1,20260629_092418,conv-41,99,4,paper_update_wrapper,json_local,paper_binary,5,What did John host for the veterans in May 2023 as part of the project?,a small party to share their stories,No such event recorded.,0.0,0.0,0.0,0.0,,"[0.0, 0.0, 0.0, 0.0, 0.0]","['WRONG', 'WRONG', 'WRONG', 'WRONG', 'WRONG']",4187904ca7be857acc4bf3b0326697cdaf61e298722b5a3a7c749877a7501251,0.4441173874947708,1.8603873252868652,2.304504712781636,643,117,760,3,2,1,15,22,,interleave_rank,False,111,49,160,111,49,160,3,0,0.6543346643447876,0.4230527877807617,0.01577019691467285,0.0009981000039260834,0.004296302795410156
mem0_qase_clean_bm25_profile_v1,20260629_092418,conv-41,100,4,paper_update_wrapper,json_local,paper_binary,5,What did John and the veterans do during the small party?,share stories and make connections,Shared stories and camaraderie.,0.0,0.4444444444444445,0.38940039153570244,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",c531db27013c09f6ee5320f119e6cdef9126aa0f2ffa8e04f46e81ea83475021,0.8463580421084771,1.317413568496704,2.163771610605181,618,65,683,3,3,0,15,22,,interleave_rank,False,144,0,144,144,0,144,3,0,0.7100672125816345,0.8260593414306641,0.015050172805786133,0.0005791000003227964,0.0046694278717041016
mem0_qase_clean_bm25_profile_v1,20260629_092418,conv-41,101,4,paper_update_wrapper,json_local,paper_binary,5,What emotions did John feel during the small party with the veterans?,heartwarming,Not explicitly recorded.,0.0,0.0,0.0,0.0,,"[0.0, 0.0, 0.0, 0.0, 0.0]","['WRONG', 'WRONG', 'WRONG', 'WRONG', 'WRONG']",b19c55cda98d8d70a764a7e728925df8da8a09994729cc4ee132d688adcc4633,0.4112613340403186,2.9711296558380127,3.3823909898783313,619,239,858,3,3,0,15,22,,interleave_rank,False,144,0,144,144,0,144,3,0,0.6643098592758179,0.3861696720123291,0.017686128616333008,0.0006322999979602173,0.006773233413696289
mem0_qase_clean_bm25_profile_v1,20260629_092418,conv-41,102,4,paper_update_wrapper,json_local,paper_binary,5,"What event is Maria getting ready for at the shelter on May 25, 2023?",fundraiser,Homeless shelter fundraiser,0.0,0.5,0.3333333333333333,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",a209aacda83c9e69c2507638eefb40e2476cbbb4bd5b6067e7212d4000304ae7,0.27142293164797593,1.728640079498291,2.000063011146267,672,136,808,3,0,3,15,22,,interleave_rank,False,0,189,189,0,189,189,3,0,0.6810696125030518,0.2556004524230957,0.011857271194458008,0.0006798000104026869,0.0032854080200195312
mem0_qase_clean_bm25_profile_v1,20260629_092418,conv-41,103,4,paper_update_wrapper,json_local,paper_binary,5,What does Maria need to spread the word about for the fundraiser for the volunteer shelter?,chili cook-off,Volunteers,0.0,0.0,0.0,0.0,,"[0.0, 0.0, 0.0, 0.0, 0.0]","['WRONG', 'WRONG', 'WRONG', 'WRONG', 'WRONG']",4a64c9180aebe55e8437bbe4d905dba284a932ad003a48ea735f6783d3ae791d,0.42828053623088636,3.873401403427124,4.30168193965801,973,346,1319,10,1,9,15,22,,interleave_rank,False,52,425,477,52,425,477,10,0,0.5866863131523132,0.41173410415649414,0.014944076538085938,0.0007152000034693629,0.0008871555328369141
mem0_qase_clean_bm25_profile_v1,20260629_092418,conv-41,104,4,paper_update_wrapper,json_local,paper_binary,5,"What was the name of the pet that John had to say goodbye to on 3 June, 2023?",Max,Not mentioned,0.0,0.0,0.0,0.0,,"[0.0, 0.0, 0.0, 0.0, 0.0]","['WRONG', 'WRONG', 'WRONG', 'WRONG', 'WRONG']",09550f1e0092462db430dfbd6acec19b6df7283b63362fc2052838599b2463dd,0.43619350022345316,3.431389093399048,3.867582593622501,1305,344,1649,16,14,2,15,22,,interleave_rank,False,714,78,792,714,78,792,16,0,0.4333479106426239,0.42000436782836914,0.012550115585327148,0.0007439000037265942,0.0028951168060302734
mem0_qase_clean_bm25_profile_v1,20260629_092418,conv-41,105,4,paper_update_wrapper,json_local,paper_binary,5,How long was Max a part of John's family?,10 years,Unknown.,0.0,0.0,0.0,0.0,,"[0.0, 0.0, 0.0, 0.0, 0.0]","['WRONG', 'WRONG', 'WRONG', 'WRONG', 'WRONG']",938485976583cbfbe8f35afddb71e0176175e585a2a277d8b6be662067eeb0ea,0.39349414689058904,2.7268996238708496,3.1203937707614386,1176,237,1413,16,14,2,15,22,,interleave_rank,False,560,116,676,560,116,676,16,0,0.5303319692611694,0.37079429626464844,0.017095565795898438,0.00043989998812321573,0.005164384841918945
mem0_qase_clean_bm25_profile_v1,20260629_092418,conv-41,106,4,paper_update_wrapper,json_local,paper_binary,5,How does John plan to honor the memories of his beloved pet?,By considering adopting a rescue dog,Make progress in coming weeks.,0.0,0.0,0.0,0.0,,"[0.0, 0.0, 0.0, 0.0, 0.0]","['WRONG', 'WRONG', 'WRONG', 'WRONG', 'WRONG']",0670f917dcf1a760296eb195e6af1b11eba8131c1100faaac1739e4fef7e063e,0.42524836405937094,3.8090708255767822,4.234319189636153,544,326,870,2,2,0,15,22,,interleave_rank,False,69,0,69,69,0,69,2,0,0.5765206217765808,0.40817785263061523,0.015360116958618164,0.000569799987715669,0.001140594482421875
mem0_qase_clean_bm25_profile_v1,20260629_092418,conv-41,107,4,paper_update_wrapper,json_local,paper_binary,5,What important values does John want to teach his kids through adopting a rescue dog?,Responsibility and compassion,responsibility and compassion,1.0,1.0,1.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",255cfe6bfcf43c7673e53bb6a05d17829559359e9b43b2011a3b4494e6e57425,0.41982834569353145,1.277165412902832,1.6969937585963635,620,78,698,4,4,0,15,22,,interleave_rank,False,138,0,138,138,0,138,4,0,0.7922896146774292,0.40346503257751465,0.013242721557617188,0.0006830000056652352,0.002437591552734375
mem0_qase_clean_bm25_profile_v1,20260629_092418,conv-41,108,4,paper_update_wrapper,json_local,paper_binary,5,"What new activity did Maria start recently, as mentioned on 3 June, 2023?",volunteering at a local dog shelter once a month,Helping with shelter fundraiser,0.0,0.18181818181818182,0.11809163818525367,0.8,,"[1.0, 0.0, 1.0, 1.0, 1.0]","['CORRECT', 'WRONG', 'CORRECT', 'CORRECT', 'CORRECT']",7b446c63e40ef9a71f41c137e16aaf64fc105a228e1f73030349bcd58c7db254,0.5698029421764659,7.502533912658691,8.072336854835157,1337,795,2132,16,1,15,15,22,,interleave_rank,False,30,796,826,30,796,826,16,0,0.4630931317806244,0.5535740852355957,0.010927200317382812,0.0006637000042246655,0.004637956619262695
mem0_qase_clean_bm25_profile_v1,20260629_092418,conv-41,109,4,paper_update_wrapper,json_local,paper_binary,5,What did Maria say it was like being at the waterfall in Oregon?,Like being in a fairy tale,Magical and calming,0.0,0.0,0.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",db263b649d1e2339d44669122b4ffa34e43b3aeed76cd43e3e0143f430e1a9eb,0.4290727280313149,3.6385042667388916,4.0675769947702065,609,300,909,3,0,3,15,22,,interleave_rank,False,0,131,131,0,131,131,3,0,0.5859474539756775,0.40396666526794434,0.01661396026611328,0.0005653999978676438,0.007926702499389648
mem0_qase_clean_bm25_profile_v1,20260629_092418,conv-41,110,4,paper_update_wrapper,json_local,paper_binary,5,What does Maria say she feels when doing upside-down yoga poses?,Free and light,Relaxed and focused.,0.0,0.3333333333333333,0.3333333333333333,0.0,,"[0.0, 0.0, 0.0, 0.0, 0.0]","['WRONG', 'WRONG', 'WRONG', 'WRONG', 'WRONG']",9898ea655e54da92f71a921b55dd9fb553548ade157ec0f2118b0cd26001e6c8,0.5566422458941815,2.6582229137420654,3.214865159636247,541,177,718,2,0,2,15,22,,interleave_rank,False,0,66,66,0,66,66,2,0,0.6421828866004944,0.535759449005127,0.018282651901245117,0.0005444999987957999,0.002055644989013672
mem0_qase_clean_bm25_profile_v1,20260629_092418,conv-41,111,4,paper_update_wrapper,json_local,paper_binary,5,"What exciting news did Maria share on 16 June, 2023?",joined a gym,No information available.,0.0,0.0,0.0,0.0,,"[0.0, 0.0, 0.0, 0.0, 0.0]","['WRONG', 'WRONG', 'WRONG', 'WRONG', 'WRONG']",73a3cd5d1dfc607a79d580011655bcf5bb70ab49f2fcfaacb77bf3891d9d7259,0.4495890320686158,1.787412166595459,2.2370011986640748,1370,105,1475,16,1,15,15,22,,interleave_rank,False,31,832,863,31,832,863,16,0,0.3333550989627838,0.43039846420288086,0.013952255249023438,0.0005696000007446855,0.004668712615966797
mem0_qase_clean_bm25_profile_v1,20260629_092418,conv-41,112,4,paper_update_wrapper,json_local,paper_binary,5,What yoga activity has Maria been trying to improve her strength and endurance?,kundalini yoga,Kundalini yoga,1.0,1.0,1.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",9faacfc6388e802f7bb7acfee7542a724e1c64dbc38e142f728cf5c34194566a,0.4478377943887608,1.096740961074829,1.54457875546359,540,45,585,2,0,2,15,22,,interleave_rank,False,0,64,64,0,64,64,2,0,0.8010797500610352,0.43617701530456543,0.010168075561523438,0.0006157999887363985,0.0008769035339355469
mem0_qase_clean_bm25_profile_v1,20260629_092418,conv-41,113,4,paper_update_wrapper,json_local,paper_binary,5,What did John recently get promoted to?,assistant manager,Not mentioned in memories.,0.0,0.0,0.0,0.0,,"[0.0, 0.0, 0.0, 0.0, 0.0]","['WRONG', 'WRONG', 'WRONG', 'WRONG', 'WRONG']",45219da7b4aa36567bc187a02b18d195dc2ac2524d2baf86d921eeed3f993f4d,0.294107974099461,2.5723817348480225,2.8664897089474835,627,157,784,3,3,0,15,22,,interleave_rank,False,156,0,156,156,0,156,3,0,0.7125267386436462,0.2709999084472656,0.017184019088745117,0.0004191999905742705,0.0055048465728759766
mem0_qase_clean_bm25_profile_v1,20260629_092418,conv-41,114,4,paper_update_wrapper,json_local,paper_binary,5,What was one of the biggest challenges John faced in his journey to becoming assistant manager?,self-doubt,No information available.,0.0,0.0,0.0,0.0,,"[0.0, 0.0, 0.0, 0.0, 0.0]","['WRONG', 'WRONG', 'WRONG', 'WRONG', 'WRONG']",bb65d0afa093d44cb3f3f85258ae7821d023908e279b2681b6831e362e3dcb99,0.4170125030941563,2.715317964553833,3.1323304676479893,896,201,1097,10,10,0,15,22,,interleave_rank,False,401,0,401,401,0,401,10,0,0.4332175552845001,0.40188050270080566,0.013366460800170898,0.0006618999905185774,0.0011036396026611328
mem0_qase_clean_bm25_profile_v1,20260629_092418,conv-41,115,4,paper_update_wrapper,json_local,paper_binary,5,How does John describe the support he received during his journey to becoming assistant manager?,having support at home and his own grit,Unconditional family support.,0.0,0.18181818181818182,0.06295853427918728,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",8dfbafbdb92ef8e4ccb4c6f74bf58db34ad176e43a2d02d946a8ebe7d3e32a20,0.42291776403726544,7.515187978744507,7.938105742781772,1206,724,1930,16,14,2,15,22,,interleave_rank,False,613,87,700,613,87,700,16,0,0.43105873465538025,0.4023873805999756,0.014930009841918945,0.00041620001138653606,0.005184173583984375
mem0_qase_clean_bm25_profile_v1,20260629_092418,conv-41,116,4,paper_update_wrapper,json_local,paper_binary,5,What kind of event did John and his family attend in June 2023?,live music event,Community event.,0.0,0.4,0.3032653298563167,0.0,,"[0.0, 0.0, 0.0, 0.0, 0.0]","['WRONG', 'WRONG', 'WRONG', 'WRONG', 'WRONG']",83668c883ca95374354d6b3fd965e4acd8e149b7bf6100ba0777078db4ced2b5,0.6867662011500215,3.1591475009918213,3.845913702141843,1339,273,1612,16,15,1,15,22,,interleave_rank,False,772,60,832,772,60,832,16,0,0.6373001337051392,0.6653714179992676,0.01537942886352539,0.0003398000117158517,0.005675554275512695
mem0_qase_clean_bm25_profile_v1,20260629_092418,conv-41,117,4,paper_update_wrapper,json_local,paper_binary,5,Why did Maria need to help her cousin find a new place to live?,Her cousin had to leave and find a new place in a hurry.,Left home in a hurry.,0.0,0.26666666666666666,0.08688697172522257,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",2963868421d9dc8dd4dfebad5a1d93bd343eb3d0c2ee1a69664c42ee3b922e16,0.47419938308303244,2.228942632675171,2.7031420157582033,1361,156,1517,20,2,18,15,22,,interleave_rank,False,68,778,846,68,778,846,20,0,0.7236964702606201,0.42497873306274414,0.017786502838134766,0.00031790000502951443,0.031116247177124023
mem0_qase_clean_bm25_profile_v1,20260629_092418,conv-41,118,4,paper_update_wrapper,json_local,paper_binary,5,What event did John participate in to show support for veterans' rights?,marching event,A marching event.,1.0,1.0,1.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",b8ef74d89a87efbbb48e1c565b6f4da50c04d3123953c679641283983e2ab9e0,0.47440239469869994,1.1799461841583252,1.6543485788570251,581,53,634,2,2,0,15,22,,interleave_rank,False,105,0,105,105,0,105,2,0,0.6784598231315613,0.45891380310058594,0.013948917388916016,0.00037190000875853,0.0011677742004394531
mem0_qase_clean_bm25_profile_v1,20260629_092418,conv-41,119,4,paper_update_wrapper,json_local,paper_binary,5,What inspired John to join the marching event for veterans' rights?,Respect for the military and the desire to show support,His passion for veterans' rights.,0.0,0.15384615384615385,0.10976232721880529,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",3863f2d155a5c5832fdd861f919260fab674bcfe65077a738689708a1e59a999,0.7430964058003156,5.091017007827759,5.834113413628074,1484,433,1917,20,18,2,15,22,,interleave_rank,False,888,87,975,888,87,975,20,0,0.7268486618995667,0.693566083908081,0.016872167587280273,0.0003007000050274655,0.03235745429992676
mem0_qase_clean_bm25_profile_v1,20260629_092418,conv-41,120,4,paper_update_wrapper,json_local,paper_binary,5,How often does John get to see sunsets like the one he shared with Maria?,At least once a week,At least once a week.,1.0,1.0,1.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",35e26df02f3a30c78ec4d4c2f7789ccf18d2577c9568e9f6e2b2c2c3db8b2496,0.4873194644897012,1.4152657985687256,1.9025852630584268,1436,62,1498,22,11,11,15,22,,interleave_rank,False,454,461,915,454,461,915,22,0,0.6282113194465637,0.4156491756439209,0.014597177505493164,0.0004847000091103837,0.05658841133117676
mem0_qase_clean_bm25_profile_v1,20260629_092418,conv-41,121,4,paper_update_wrapper,json_local,paper_binary,5,"What natural disaster affected John's old area on 7 July, 2023?",Flood,Nasty flood.,0.0,0.6666666666666666,0.5,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",b2e20155e12be9c652a18fc094c43217b44c1f6ebe897e0afaa55d8269b1aa35,0.3934173887682846,1.9038619995117188,2.2972793882800033,661,131,792,3,3,0,15,22,,interleave_rank,False,180,0,180,180,0,180,3,0,0.7126228213310242,0.3779149055480957,0.011387109756469727,0.00033930000790860504,0.003776073455810547
mem0_qase_clean_bm25_profile_v1,20260629_092418,conv-41,122,4,paper_update_wrapper,json_local,paper_binary,5,How did the flood impact the homes in John's old area?,Lots of homes were ruined.,Damaged many homes.,0.0,0.25,0.17113903967753066,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",ea3008936cacbaa3cd674c2d5b355652dd900ec74a2f0560531afc637198a616,0.5779522103694035,1.5088245868682861,2.0867767972376896,689,74,763,4,3,1,15,22,,interleave_rank,False,129,79,208,129,79,208,4,0,0.7763106226921082,0.5615115165710449,0.01412510871887207,0.00026899999647866935,0.0020465850830078125
mem0_qase_clean_bm25_profile_v1,20260629_092418,conv-41,123,4,paper_update_wrapper,json_local,paper_binary,5,"What motivated Maria and John to discuss potential solutions for their community on 7 July, 2023?",Flood in John's old area,The flood.,0.0,0.33333333333333337,0.01831563888873418,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",31ffe067a7c1c014ade7540c5c67e292be7a6964b1651ebddb27d7b9ee324445,0.4666303970734589,2.0956051349639893,2.562235532037448,1445,169,1614,20,7,13,15,22,,interleave_rank,False,297,628,925,297,628,925,20,0,0.6913939118385315,0.4049186706542969,0.019418001174926758,0.000895200006198138,0.04139852523803711
